sid,int,slope,date,score
1,31.91237292680961,32.25613930030955,2019-04-26,116.16380479661431
1,31.91237292680961,32.25613930030955,2019-04-14,50.026878151520414
1,31.91237292680961,32.25613930030955,2019-05-21,151.83746249203477
2,22.915016474518442,24.052943540211476,2019-04-25,81.93697783887431
2,22.915016474518442,24.052943540211476,2019-04-30,93.47373883874134
2,22.915016474518442,24.052943540211476,2019-05-24,113.8067033068078
2,22.915016474518442,24.052943540211476,2019-04-27,87.83395704960883
2,22.915016474518442,24.052943540211476,2019-05-29,112.86969881601208
2,22.915016474518442,24.052943540211476,2019-04-25,82.4015625848246
2,22.915016474518442,24.052943540211476,2019-05-27,111.84773154125858
2,22.915016474518442,24.052943540211476,2019-05-13,106.18779467904837
3,20.53799212672474,20.821198423169868,2019-05-25,98.49611534327892
3,20.53799212672474,20.821198423169868,2019-05-12,91.35349415365216
3,20.53799212672474,20.821198423169868,2019-05-18,96.35429742561385
3,20.53799212672474,20.821198423169868,2019-05-29,99.49998614057756
3,20.53799212672474,20.821198423169868,2019-05-15,93.73725681550559
3,20.53799212672474,20.821198423169868,2019-06-07,103.19124758601633
3,20.53799212672474,20.821198423169868,2019-05-30,100.31998924016787
4,21.030568277699,24.575016608461606,2019-06-02,116.8801125160403
4,21.030568277699,24.575016608461606,2019-04-25,82.85323611172595
4,21.030568277699,24.575016608461606,2019-05-12,107.56380129088195
4,21.030568277699,24.575016608461606,2019-05-25,114.4571213655342
4,21.030568277699,24.575016608461606,2019-05-29,117.32401379637719
5,24.473556390110538,27.003651402274457,2019-04-21,82.87675240734023
5,24.473556390110538,27.003651402274457,2019-05-24,125.32940307397915
5,24.473556390110538,27.003651402274457,2019-05-26,126.57938394030086
6,18.658108087554822,27.44444759421044,2019-05-28,125.36157664362457
6,18.658108087554822,27.44444759421044,2019-05-28,122.05783994276298
6,18.658108087554822,27.44444759421044,2019-06-05,128.04285900750082
6,18.658108087554822,27.44444759421044,2019-04-15,40.83336786588547
6,18.658108087554822,27.44444759421044,2019-05-15,113.58751047736244
7,13.780606487141073,22.09957877933868,2019-05-24,95.91370574083088
7,13.780606487141073,22.09957877933868,2019-05-21,94.16967108928613
7,13.780606487141073,22.09957877933868,2019-05-26,95.83695904458733
7,13.780606487141073,22.09957877933868,2019-05-08,86.39126693129235
7,13.780606487141073,22.09957877933868,2019-04-21,61.76908963215205
7,13.780606487141073,22.09957877933868,2019-05-29,98.92035158249384
8,29.59493704954721,26.023489602450162,2019-05-05,108.60199925753459
8,29.59493704954721,26.023489602450162,2019-05-17,121.04137546639846
8,29.59493704954721,26.023489602450162,2019-05-04,107.77033401922
8,29.59493704954721,26.023489602450162,2019-05-09,114.1774115774025
9,22.20883308620388,22.567281322467913,2019-05-13,97.60238590180016
9,22.20883308620388,22.567281322467913,2019-04-15,38.48872781583654
9,22.20883308620388,22.567281322467913,2019-04-25,77.24032701274321
9,22.20883308620388,22.567281322467913,2019-05-16,102.26658395281639
9,22.20883308620388,22.567281322467913,2019-05-22,107.40704909703838
9,22.20883308620388,22.567281322467913,2019-05-21,103.41785615471929
10,24.329146643518023,27.040590231590038,2019-05-28,129.6377885074059
10,24.329146643518023,27.040590231590038,2019-06-01,131.3034515919045
10,24.329146643518023,27.040590231590038,2019-04-20,78.59102405425205
11,32.27838937020502,31.736647162087333,2019-05-31,154.05796967950837
11,32.27838937020502,31.736647162087333,2019-05-29,151.81575135531074
11,32.27838937020502,31.736647162087333,2019-06-06,157.72761109115328
11,32.27838937020502,31.736647162087333,2019-05-25,148.8259840999022
12,12.394042378752085,25.150735174758744,2019-05-22,104.71482672229556
12,12.394042378752085,25.150735174758744,2019-05-23,104.82934575862436
12,12.394042378752085,25.150735174758744,2019-05-21,105.49934473293581
12,12.394042378752085,25.150735174758744,2019-04-26,77.21744334741692
13,23.822600915071423,27.06906642372568,2019-05-13,118.65210250126599
13,23.822600915071423,27.06906642372568,2019-05-01,102.75650191443425
13,23.822600915071423,27.06906642372568,2019-05-20,121.63663788525164
13,23.822600915071423,27.06906642372568,2019-04-25,89.8584484550494
14,15.774899360998063,26.52245881540235,2019-04-14,23.890466516233317
14,15.774899360998063,26.52245881540235,2019-05-25,115.37768367851127
14,15.774899360998063,26.52245881540235,2019-05-17,108.54410617936661
14,15.774899360998063,26.52245881540235,2019-05-16,111.43023221651399
14,15.774899360998063,26.52245881540235,2019-04-29,89.20009568587025
14,15.774899360998063,26.52245881540235,2019-05-02,94.65033051297475
14,15.774899360998063,26.52245881540235,2019-04-29,88.9742097752779
15,18.43972139633612,22.07595707210293,2019-06-01,105.2019381017442
15,18.43972139633612,22.07595707210293,2019-05-02,82.60873781754678
15,18.43972139633612,22.07595707210293,2019-06-03,106.9690049922979
15,18.43972139633612,22.07595707210293,2019-06-04,105.04688492372192
15,18.43972139633612,22.07595707210293,2019-06-07,107.39161548909654
15,18.43972139633612,22.07595707210293,2019-05-05,88.09583296024094
16,24.625912141732204,30.236764765434813,2019-04-20,86.95416211624477
16,24.625912141732204,30.236764765434813,2019-05-19,134.1327308782697
16,24.625912141732204,30.236764765434813,2019-04-27,106.51698334407841
16,24.625912141732204,30.236764765434813,2019-06-06,146.0007781119588
16,24.625912141732204,30.236764765434813,2019-05-16,130.12328046527617
17,20.13932877308789,28.371069923551353,2019-05-27,128.45415963144194
17,20.13932877308789,28.371069923551353,2019-04-19,73.26182848358931
17,20.13932877308789,28.371069923551353,2019-05-05,106.60859655207494
17,20.13932877308789,28.371069923551353,2019-04-15,46.46489499194374
17,20.13932877308789,28.371069923551353,2019-05-21,123.68688434888405
17,20.13932877308789,28.371069923551353,2019-05-24,124.35603725338581
17,20.13932877308789,28.371069923551353,2019-04-24,90.41377646166855
18,15.949110217610976,19.749857385467756,2019-04-30,70.84960686944387
18,15.949110217610976,19.749857385467756,2019-05-23,89.66550951805092
18,15.949110217610976,19.749857385467756,2019-05-28,91.68167220749422
18,15.949110217610976,19.749857385467756,2019-05-06,78.75591874727458
18,15.949110217610976,19.749857385467756,2019-05-01,74.31693364571362
18,15.949110217610976,19.749857385467756,2019-05-06,77.85212768227306
18,15.949110217610976,19.749857385467756,2019-05-09,77.7139948358642
19,34.56632212907199,26.206519990260563,2019-05-04,116.93404436269273
19,34.56632212907199,26.206519990260563,2019-05-11,123.20903844503142
19,34.56632212907199,26.206519990260563,2019-04-24,100.26766681420854
19,34.56632212907199,26.206519990260563,2019-05-07,117.87912760381685
19,34.56632212907199,26.206519990260563,2019-05-31,136.50773833826736
20,20.760601810691192,22.683064332194032,2019-04-25,78.03488711638025
20,20.760601810691192,22.683064332194032,2019-05-20,102.5405498203578
20,20.760601810691192,22.683064332194032,2019-04-30,85.11880541345577
20,20.760601810691192,22.683064332194032,2019-05-18,102.19794222526733
20,20.760601810691192,22.683064332194032,2019-05-23,103.60804670087043
20,20.760601810691192,22.683064332194032,2019-06-01,108.6962486430846
20,20.760601810691192,22.683064332194032,2019-04-25,78.08391871999144
20,20.760601810691192,22.683064332194032,2019-04-27,79.5591010820132
21,34.13273064679711,27.742858551314672,2019-04-28,109.59921764156229
21,34.13273064679711,27.742858551314672,2019-05-12,127.88790366455312
21,34.13273064679711,27.742858551314672,2019-06-07,147.1409715939976
21,34.13273064679711,27.742858551314672,2019-05-24,138.21502082092908
22,17.845733295336363,28.096163889211503,2019-05-13,111.72080871343896
22,17.845733295336363,28.096163889211503,2019-05-20,121.05086476103632
22,17.845733295336363,28.096163889211503,2019-05-31,127.06101944950474
22,17.845733295336363,28.096163889211503,2019-04-16,50.97653025223118
22,17.845733295336363,28.096163889211503,2019-04-30,100.65525094409762
22,17.845733295336363,28.096163889211503,2019-05-01,99.66958487825703
22,17.845733295336363,28.096163889211503,2019-04-29,94.03838702720613
22,17.845733295336363,28.096163889211503,2019-05-18,120.04602211880291
23,20.550650542938552,27.484318340123988,2019-05-07,109.18804308282824
23,20.550650542938552,27.484318340123988,2019-05-02,100.40697733633623
23,20.550650542938552,27.484318340123988,2019-05-13,112.49009790865814
24,17.549863506949485,23.367760508529596,2019-04-15,40.19713412140531
24,17.549863506949485,23.367760508529596,2019-05-11,95.1011744438874
24,17.549863506949485,23.367760508529596,2019-05-27,106.07945153652855
24,17.549863506949485,23.367760508529596,2019-05-11,96.22538376099452
24,17.549863506949485,23.367760508529596,2019-04-15,39.16192777082667
25,24.70241004133839,24.887916465119588,2019-04-14,39.959089599733716
25,24.70241004133839,24.887916465119588,2019-05-07,105.7989949080355
25,24.70241004133839,24.887916465119588,2019-05-13,110.98596585452513
25,24.70241004133839,24.887916465119588,2019-06-06,123.93711139826219
25,24.70241004133839,24.887916465119588,2019-05-09,105.90169022624507
25,24.70241004133839,24.887916465119588,2019-04-27,88.27383797201124
25,24.70241004133839,24.887916465119588,2019-05-14,111.4323357847319
25,24.70241004133839,24.887916465119588,2019-04-27,91.7771221274843
26,24.22810930982028,27.889241378219108,2019-06-03,132.90078733789602
26,24.22810930982028,27.889241378219108,2019-04-16,61.57194077564662
26,24.22810930982028,27.889241378219108,2019-06-06,137.2481342201415
27,11.043708527338385,21.933317773183788,2019-05-08,83.57382874134156
27,11.043708527338385,21.933317773183788,2019-05-08,82.78328385462761
27,11.043708527338385,21.933317773183788,2019-04-26,67.49714063441861
27,11.043708527338385,21.933317773183788,2019-06-05,99.94822151295355
27,11.043708527338385,21.933317773183788,2019-04-15,24.85100082752251
27,11.043708527338385,21.933317773183788,2019-05-17,90.15981387707089
27,11.043708527338385,21.933317773183788,2019-04-27,68.63206890969879
28,19.471161147738982,24.939595320245033,2019-05-21,109.22615480354565
28,19.471161147738982,24.939595320245033,2019-04-20,69.15482852385016
28,19.471161147738982,24.939595320245033,2019-06-06,118.94086043468188
28,19.471161147738982,24.939595320245033,2019-06-06,119.34168448353043
29,24.926340693593616,27.688004870294897,2019-04-24,94.40042426151847
29,24.926340693593616,27.688004870294897,2019-04-29,100.81897726800487
29,24.926340693593616,27.688004870294897,2019-06-03,133.7998564004539
29,24.926340693593616,27.688004870294897,2019-04-27,98.62455264217482
29,24.926340693593616,27.688004870294897,2019-05-07,114.12064660574124
30,29.382650343117398,24.10065466350568,2019-05-12,111.374669655561
30,29.382650343117398,24.10065466350568,2019-04-16,61.37524219248428
30,29.382650343117398,24.10065466350568,2019-05-14,111.61823646663196
30,29.382650343117398,24.10065466350568,2019-05-06,103.92819250933876
30,29.382650343117398,24.10065466350568,2019-04-23,88.67806073653406
30,29.382650343117398,24.10065466350568,2019-06-04,126.34457307455149
31,21.63008428257333,27.786113183961486,2019-05-24,126.6606217205121
31,21.63008428257333,27.786113183961486,2019-06-03,129.86316523536397
31,21.63008428257333,27.786113183961486,2019-04-15,43.146971552229736
31,21.63008428257333,27.786113183961486,2019-05-09,112.46703276259633
32,22.715815457920453,30.41787731411771,2019-05-12,125.3110617329716
32,22.715815457920453,30.41787731411771,2019-05-08,119.75386292377702
32,22.715815457920453,30.41787731411771,2019-05-06,118.998209093737
32,22.715815457920453,30.41787731411771,2019-05-17,131.31391180673134
32,22.715815457920453,30.41787731411771,2019-04-20,83.48405023028523
32,22.715815457920453,30.41787731411771,2019-04-23,94.82747404635676
32,22.715815457920453,30.41787731411771,2019-06-04,145.01640747825763
33,23.93704434363746,30.00817554458547,2019-05-29,138.55081664875675
33,23.93704434363746,30.00817554458547,2019-06-01,141.41728365090546
33,23.93704434363746,30.00817554458547,2019-05-17,131.86265152390317
33,23.93704434363746,30.00817554458547,2019-05-07,120.32558397648778
33,23.93704434363746,30.00817554458547,2019-04-27,104.66550191494856
33,23.93704434363746,30.00817554458547,2019-06-04,143.0315309434767
33,23.93704434363746,30.00817554458547,2019-05-31,139.8045677280233
33,23.93704434363746,30.00817554458547,2019-05-18,131.04113795168496
34,17.81301239860228,31.722384245339605,2019-06-07,144.52167601039088
34,17.81301239860228,31.722384245339605,2019-04-15,45.305570225718526
34,17.81301239860228,31.722384245339605,2019-05-12,124.68915884023649
34,17.81301239860228,31.722384245339605,2019-04-20,82.08790266884415
34,17.81301239860228,31.722384245339605,2019-06-05,145.0613946061985
34,17.81301239860228,31.722384245339605,2019-04-19,80.32062743179353
34,17.81301239860228,31.722384245339605,2019-04-30,110.12220825769317
34,17.81301239860228,31.722384245339605,2019-05-15,125.61079020458907
35,23.156908359081765,25.34281283842104,2019-06-02,123.1643465895369
35,23.156908359081765,25.34281283842104,2019-05-02,99.11672472028035
35,23.156908359081765,25.34281283842104,2019-04-14,29.536464012010814
35,23.156908359081765,25.34281283842104,2019-04-15,48.53643258699927
35,23.156908359081765,25.34281283842104,2019-04-20,73.58567507375828
35,23.156908359081765,25.34281283842104,2019-05-13,106.68595163936565
35,23.156908359081765,25.34281283842104,2019-04-22,80.51875767362851
36,21.010523443325663,23.423690243826712,2019-05-13,103.03556210314923
36,21.010523443325663,23.423690243826712,2019-04-26,83.46477887885142
36,21.010523443325663,23.423690243826712,2019-05-13,100.61052809312308
37,14.447751783089814,27.705483478163387,2019-04-18,63.84536637033817
37,14.447751783089814,27.705483478163387,2019-04-25,85.60523138071628
37,14.447751783089814,27.705483478163387,2019-05-04,99.80763379003892
38,22.587856396537813,27.750955648257854,2019-06-06,135.17836014024334
38,22.587856396537813,27.750955648257854,2019-05-14,122.8713548982132
38,22.587856396537813,27.750955648257854,2019-04-29,102.11804207837508
38,22.587856396537813,27.750955648257854,2019-04-27,99.77050531399831
38,22.587856396537813,27.750955648257854,2019-05-26,126.17711069576754
38,22.587856396537813,27.750955648257854,2019-04-21,85.09889036919523
38,22.587856396537813,27.750955648257854,2019-04-14,28.080109553214236
38,22.587856396537813,27.750955648257854,2019-05-12,115.98072861919896
39,14.706659691028062,25.023015416905746,2019-05-22,106.06861880879259
39,14.706659691028062,25.023015416905746,2019-05-09,96.40652268941305
39,14.706659691028062,25.023015416905746,2019-05-26,109.23670728138623
39,14.706659691028062,25.023015416905746,2019-04-21,66.99457461568572
39,14.706659691028062,25.023015416905746,2019-05-04,93.00470551819403
39,14.706659691028062,25.023015416905746,2019-05-11,98.83000904007162
39,14.706659691028062,25.023015416905746,2019-04-27,79.7473703191909
40,17.599953848274396,21.852638349608373,2019-06-06,106.08224281650334
40,17.599953848274396,21.852638349608373,2019-05-05,82.63657922082494
40,17.599953848274396,21.852638349608373,2019-05-23,100.69234756353083
40,17.599953848274396,21.852638349608373,2019-05-19,97.40646869525897
40,17.599953848274396,21.852638349608373,2019-05-06,87.94672873944009
41,17.848271361708342,28.376015047261415,2019-06-01,126.47133740641532
41,17.848271361708342,28.376015047261415,2019-05-20,117.90033450089787
41,17.848271361708342,28.376015047261415,2019-06-02,130.54413743965438
41,17.848271361708342,28.376015047261415,2019-05-31,128.21273077870427
42,19.994258712060063,24.248414480403035,2019-05-10,101.00205627115993
42,19.994258712060063,24.248414480403035,2019-05-31,115.19834908121284
42,19.994258712060063,24.248414480403035,2019-05-28,112.52983115818543
42,19.994258712060063,24.248414480403035,2019-04-25,79.00256129358763
43,21.94198803667696,23.333308675063716,2019-05-04,95.05630430219989
43,21.94198803667696,23.333308675063716,2019-05-15,103.10841980110378
43,21.94198803667696,23.333308675063716,2019-05-17,104.2690342746408
43,21.94198803667696,23.333308675063716,2019-05-03,93.30533125646895
43,21.94198803667696,23.333308675063716,2019-05-10,99.01249466838149
43,21.94198803667696,23.333308675063716,2019-04-16,46.59976120598865
43,21.94198803667696,23.333308675063716,2019-04-22,76.8827299919489
43,21.94198803667696,23.333308675063716,2019-05-18,105.57853180197237
44,9.463529561890919,26.0713007643663,2019-04-14,26.27129782140876
44,9.463529561890919,26.0713007643663,2019-04-19,59.40090908443369
44,9.463529561890919,26.0713007643663,2019-05-28,109.41949474553388
44,9.463529561890919,26.0713007643663,2019-05-29,111.39917530693286
44,9.463529561890919,26.0713007643663,2019-05-03,90.36033078004694
44,9.463529561890919,26.0713007643663,2019-05-26,107.63052523077279
44,9.463529561890919,26.0713007643663,2019-04-16,38.766612588111094
44,9.463529561890919,26.0713007643663,2019-04-17,47.78233785715466
45,31.054775622718076,27.22860561367968,2019-05-01,110.14376062525274
45,31.054775622718076,27.22860561367968,2019-05-08,118.50313716013486
45,31.054775622718076,27.22860561367968,2019-05-20,131.2541657962723
45,31.054775622718076,27.22860561367968,2019-04-27,104.58715568150832
45,31.054775622718076,27.22860561367968,2019-05-28,134.47023758009135
45,31.054775622718076,27.22860561367968,2019-05-11,121.35565889765509
45,31.054775622718076,27.22860561367968,2019-06-07,141.7872314834059
45,31.054775622718076,27.22860561367968,2019-04-21,89.14615120806351
46,17.942769954335624,24.62978027071533,2019-05-20,108.52031714385555
46,17.942769954335624,24.62978027071533,2019-04-21,70.83840733213917
46,17.942769954335624,24.62978027071533,2019-05-28,111.20455081286669
46,17.942769954335624,24.62978027071533,2019-05-03,91.4608085960227
46,17.942769954335624,24.62978027071533,2019-05-08,97.54092965098005
46,17.942769954335624,24.62978027071533,2019-05-28,113.31701128315856
46,17.942769954335624,24.62978027071533,2019-05-22,107.3934366881889
46,17.942769954335624,24.62978027071533,2019-06-07,116.0905324400249
47,23.929018007977106,24.093808966837035,2019-05-24,113.31120695785071
47,23.929018007977106,24.093808966837035,2019-05-10,104.20138934313599
47,23.929018007977106,24.093808966837035,2019-04-23,81.16102060865695
47,23.929018007977106,24.093808966837035,2019-04-26,86.99646135586332
47,23.929018007977106,24.093808966837035,2019-04-27,88.38860111272024
48,13.997652947384731,20.694208392541725,2019-04-21,60.2782048131087
